trip_id,stop_id,timepoint,stop_sequence,departure_time,arrival_time
OLN034,science_centre,,16,8:38:05,8:38:05
OLN035,exhibition_go,,1,8:08:00,8:08:00
OLN035,king_bathurst,,2,8:11:40,8:11:40
OLN035,queen_spadina,,3,8:13:35,8:13:35
OLN035,osgoode,,4,8:15:10,8:15:10
OLN035,queen,,5,8:16:30,8:16:30
OLN035,moss_park,,6,8:18:10,8:18:10
OLN035,corktown,,7,8:19:35,8:19:35
OLN035,distillery,,8,8:21:05,8:21:05
OLN035,east_harbour,,9,8:23:40,8:23:40
OLN035,leslieville,,10,8:25:15,8:25:15
OLN035,gerrard,,11,8:26:15,8:26:15
OLN035,pape_station,,12,8:29:10,8:29:10
OLN035,cosburn,,13,8:31:20,8:31:20
OLN035,thorncliffe_park,,14,8:36:15,8:36:15
OLN035,flemingdon_park,,15,8:38:40,8:38:40
OLN035,science_centre,,16,8:40:05,8:40:05
OLN036,exhibition_go,,1,8:10:00,8:10:00
OLN036,king_bathurst,,2,8:13:40,8:13:40
OLN036,queen_spadina,,3,8:15:35,8:15:35
OLN036,osgoode,,4,8:17:10,8:17:10
OLN036,queen,,5,8:18:30,8:18:30
OLN036,moss_park,,6,8:20:10,8:20:10
OLN036,corktown,,7,8:21:35,8:21:35
OLN036,distillery,,8,8:23:05,8:23:05
OLN036,east_harbour,,9,8:25:40,8:25:40
OLN036,leslieville,,10,8:27:15,8:27:15
OLN036,gerrard,,11,8:28:15,8:28:15
OLN036,pape_station,,12,8:31:10,8:31:10
OLN036,cosburn,,13,8:33:20,8:33:20
OLN036,thorncliffe_park,,14,8:38:15,8:38:15
OLN036,flemingdon_park,,15,8:40:40,8:40:40
OLN036,science_centre,,16,8:42:05,8:42:05
OLN037,exhibition_go,,1,8:12:00,8:12:00
OLN037,king_bathurst,,2,8:15:40,8:15:40
OLN037,queen_spadina,,3,8:17:35,8:17:35
OLN037,osgoode,,4,8:19:10,8:19:10
OLN037,queen,,5,8:20:30,8:20:30
OLN037,moss_park,,6,8:22:10,8:22:10
OLN037,corktown,,7,8:23:35,8:23:35
OLN037,distillery,,8,8:25:05,8:25:05
OLN037,east_harbour,,9,8:27:40,8:27:40
OLN037,leslieville,,10,8:29:15,8:29:15
OLN037,gerrard,,11,8:30:15,8:30:15
OLN037,pape_station,,12,8:33:10,8:33:10
OLN037,cosburn,,13,8:35:20,8:35:20
OLN037,thorncliffe_park,,14,8:40:15,8:40:15
OLN037,flemingdon_park,,15,8:42:40,8:42:40
OLN037,science_centre,,16,8:44:05,8:44:05
OLN038,exhibition_go,,1,8:14:00,8:14:00
OLN038,king_bathurst,,2,8:17:40,8:17:40
OLN038,queen_spadina,,3,8:19:35,8:19:35
OLN038,osgoode,,4,8:21:10,8:21:10
OLN038,queen,,5,8:22:30,8:22:30
OLN038,moss_park,,6,8:24:10,8:24:10
OLN038,corktown,,7,8:25:35,8:25:35
OLN038,distillery,,8,8:27:05,8:27:05
OLN038,east_harbour,,9,8:29:40,8:29:40
OLN038,leslieville,,10,8:31:15,8:31:15
OLN038,gerrard,,11,8:32:15,8:32:15
OLN038,pape_station,,12,8:35:10,8:35:10
OLN038,cosburn,,13,8:37:20,8:37:20
OLN038,thorncliffe_park,,14,8:42:15,8:42:15
OLN038,flemingdon_park,,15,8:44:40,8:44:40
OLN038,science_centre,,16,8:46:05,8:46:05
OLN039,exhibition_go,,1,8:16:00,8:16:00
OLN039,king_bathurst,,2,8:19:40,8:19:40
OLN039,queen_spadina,,3,8:21:35,8:21:35
OLN039,osgoode,,4,8:23:10,8:23:10
OLN039,queen,,5,8:24:30,8:24:30
OLN039,moss_park,,6,8:26:10,8:26:10
OLN039,corktown,,7,8:27:35,8:27:35
OLN039,distillery,,8,8:29:05,8:29:05
OLN039,east_harbour,,9,8:31:40,8:31:40
OLN039,leslieville,,10,8:33:15,8:33:15
OLN039,gerrard,,11,8:34:15,8:34:15
OLN039,pape_station,,12,8:37:10,8:37:10
OLN039,cosburn,,13,8:39:20,8:39:20
OLN039,thorncliffe_park,,14,8:44:15,8:44:15
OLN039,flemingdon_park,,15,8:46:40,8:46:40
OLN039,science_centre,,16,8:48:05,8:48:05
OLN040,exhibition_go,,1,8:18:00,8:18:00
OLN040,king_bathurst,,2,8:21:40,8:21:40
OLN040,queen_spadina,,3,8:23:35,8:23:35
OLN040,osgoode,,4,8:25:10,8:25:10
OLN040,queen,,5,8:26:30,8:26:30
OLN040,moss_park,,6,8:28:10,8:28:10
OLN040,corktown,,7,8:29:35,8:29:35
OLN040,distillery,,8,8:31:05,8:31:05
OLN040,east_harbour,,9,8:33:40,8:33:40
OLN040,leslieville,,10,8:35:15,8:35:15
OLN040,gerrard,,11,8:36:15,8:36:15
OLN040,pape_station,,12,8:39:10,8:39:10
OLN040,cosburn,,13,8:41:20,8:41:20
OLN040,thorncliffe_park,,14,8:46:15,8:46:15
OLN040,flemingdon_park,,15,8:48:40,8:48:40
OLN040,science_centre,,16,8:50:05,8:50:05
OLN041,exhibition_go,,1,8:20:00,8:20:00
OLN041,king_bathurst,,2,8:23:40,8:23:40
OLN041,queen_spadina,,3,8:25:35,8:25:35
OLN041,osgoode,,4,8:27:10,8:27:10
OLN041,queen,,5,8:28:30,8:28:30
OLN041,moss_park,,6,8:30:10,8:30:10
OLN041,corktown,,7,8:31:35,8:31:35
OLN041,distillery,,8,8:33:05,8:33:05
OLN041,east_harbour,,9,8:35:40,8:35:40
OLN041,leslieville,,10,8:37:15,8:37:15
OLN041,gerrard,,11,8:38:15,8:38:15
OLN041,pape_station,,12,8:41:10,8:41:10
OLN041,cosburn,,13,8:43:20,8:43:20
OLN041,thorncliffe_park,,14,8:48:15,8:48:15
OLN041,flemingdon_park,,15,8:50:40,8:50:40
OLN041,science_centre,,16,8:52:05,8:52:05
OLN042,exhibition_go,,1,8:22:00,8:22:00
OLN042,king_bathurst,,2,8:25:40,8:25:40
OLN042,queen_spadina,,3,8:27:35,8:27:35
OLN042,osgoode,,4,8:29:10,8:29:10
OLN042,queen,,5,8:30:30,8:30:30
OLN042,moss_park,,6,8:32:10,8:32:10
OLN042,corktown,,7,8:33:35,8:33:35
OLN042,distillery,,8,8:35:05,8:35:05
OLN042,east_harbour,,9,8:37:40,8:37:40
OLN042,leslieville,,10,8:39:15,8:39:15
OLN042,gerrard,,11,8:40:15,8:40:15
OLN042,pape_station,,12,8:43:10,8:43:10
OLN042,cosburn,,13,8:45:20,8:45:20
OLN042,thorncliffe_park,,14,8:50:15,8:50:15
OLN042,flemingdon_park,,15,8:52:40,8:52:40
OLN042,science_centre,,16,8:54:05,8:54:05
OLN043,exhibition_go,,1,8:24:00,8:24:00
OLN043,king_bathurst,,2,8:27:40,8:27:40
OLN043,queen_spadina,,3,8:29:35,8:29:35
OLN043,osgoode,,4,8:31:10,8:31:10
OLN043,queen,,5,8:32:30,8:32:30
OLN043,moss_park,,6,8:34:10,8:34:10
OLN043,corktown,,7,8:35:35,8:35:35
OLN043,distillery,,8,8:37:05,8:37:05
OLN043,east_harbour,,9,8:39:40,8:39:40
OLN043,leslieville,,10,8:41:15,8:41:15
OLN043,gerrard,,11,8:42:15,8:42:15
OLN043,pape_station,,12,8:45:10,8:45:10
OLN043,cosburn,,13,8:47:20,8:47:20
OLN043,thorncliffe_park,,14,8:52:15,8:52:15
OLN043,flemingdon_park,,15,8:54:40,8:54:40
OLN043,science_centre,,16,8:56:05,8:56:05
OLN044,exhibition_go,,1,8:26:00,8:26:00
OLN044,king_bathurst,,2,8:29:40,8:29:40
OLN044,queen_spadina,,3,8:31:35,8:31:35
OLN044,osgoode,,4,8:33:10,8:33:10
OLN044,queen,,5,8:34:30,8:34:30
OLN044,moss_park,,6,8:36:10,8:36:10
OLN044,corktown,,7,8:37:35,8:37:35
OLN044,distillery,,8,8:39:05,8:39:05
OLN044,east_harbour,,9,8:41:40,8:41:40
OLN044,leslieville,,10,8:43:15,8:43:15
OLN044,gerrard,,11,8:44:15,8:44:15
OLN044,pape_station,,12,8:47:10,8:47:10
OLN044,cosburn,,13,8:49:20,8:49:20
OLN044,thorncliffe_park,,14,8:54:15,8:54:15
OLN044,flemingdon_park,,15,8:56:40,8:56:40
OLN044,science_centre,,16,8:58:05,8:58:05
OLN045,exhibition_go,,1,8:28:00,8:28:00
OLN045,king_bathurst,,2,8:31:40,8:31:40
OLN045,queen_spadina,,3,8:33:35,8:33:35
OLN045,osgoode,,4,8:35:10,8:35:10
OLN045,queen,,5,8:36:30,8:36:30
OLN045,moss_park,,6,8:38:10,8:38:10
OLN045,corktown,,7,8:39:35,8:39:35
OLN045,distillery,,8,8:41:05,8:41:05
OLN045,east_harbour,,9,8:43:40,8:43:40
OLN045,leslieville,,10,8:45:15,8:45:15
OLN045,gerrard,,11,8:46:15,8:46:15
OLN045,pape_station,,12,8:49:10,8:49:10
OLN045,cosburn,,13,8:51:20,8:51:20
OLN045,thorncliffe_park,,14,8:56:15,8:56:15
OLN045,flemingdon_park,,15,8:58:40,8:58:40
OLN045,science_centre,,16,9:00:05,9:00:05
OLN046,exhibition_go,,1,8:30:00,8:30:00
OLN046,king_bathurst,,2,8:33:40,8:33:40
OLN046,queen_spadina,,3,8:35:35,8:35:35
OLN046,osgoode,,4,8:37:10,8:37:10
OLN046,queen,,5,8:38:30,8:38:30
OLN046,moss_park,,6,8:40:10,8:40:10
OLN046,corktown,,7,8:41:35,8:41:35
OLN046,distillery,,8,8:43:05,8:43:05
OLN046,east_harbour,,9,8:45:40,8:45:40
OLN046,leslieville,,10,8:47:15,8:47:15
OLN046,gerrard,,11,8:48:15,8:48:15
OLN046,pape_station,,12,8:51:10,8:51:10
OLN046,cosburn,,13,8:53:20,8:53:20
OLN046,thorncliffe_park,,14,8:58:15,8:58:15
OLN046,flemingdon_park,,15,9:00:40,9:00:40
OLN046,science_centre,,16,9:02:05,9:02:05
OLN047,exhibition_go,,1,8:32:00,8:32:00
OLN047,king_bathurst,,2,8:35:40,8:35:40
OLN047,queen_spadina,,3,8:37:35,8:37:35
OLN047,osgoode,,4,8:39:10,8:39:10
OLN047,queen,,5,8:40:30,8:40:30
OLN047,moss_park,,6,8:42:10,8:42:10
OLN047,corktown,,7,8:43:35,8:43:35
OLN047,distillery,,8,8:45:05,8:45:05
OLN047,east_harbour,,9,8:47:40,8:47:40
OLN047,leslieville,,10,8:49:15,8:49:15
OLN047,gerrard,,11,8:50:15,8:50:15
OLN047,pape_station,,12,8:53:10,8:53:10
OLN047,cosburn,,13,8:55:20,8:55:20
OLN047,thorncliffe_park,,14,9:00:15,9:00:15
OLN047,flemingdon_park,,15,9:02:40,9:02:40
OLN047,science_centre,,16,9:04:05,9:04:05
OLN048,exhibition_go,,1,8:34:00,8:34:00
OLN048,king_bathurst,,2,8:37:40,8:37:40
OLN048,queen_spadina,,3,8:39:35,8:39:35
OLN048,osgoode,,4,8:41:10,8:41:10
OLN048,queen,,5,8:42:30,8:42:30
OLN048,moss_park,,6,8:44:10,8:44:10
OLN048,corktown,,7,8:45:35,8:45:35
OLN048,distillery,,8,8:47:05,8:47:05
OLN048,east_harbour,,9,8:49:40,8:49:40
OLN048,leslieville,,10,8:51:15,8:51:15
OLN048,gerrard,,11,8:52:15,8:52:15
OLN048,pape_station,,12,8:55:10,8:55:10
OLN048,cosburn,,13,8:57:20,8:57:20
OLN048,thorncliffe_park,,14,9:02:15,9:02:15
OLN048,flemingdon_park,,15,9:04:40,9:04:40
OLN048,science_centre,,16,9:06:05,9:06:05
OLN049,exhibition_go,,1,8:36:00,8:36:00
OLN049,king_bathurst,,2,8:39:40,8:39:40
OLN049,queen_spadina,,3,8:41:35,8:41:35
OLN049,osgoode,,4,8:43:10,8:43:10
OLN049,queen,,5,8:44:30,8:44:30
OLN049,moss_park,,6,8:46:10,8:46:10
OLN049,corktown,,7,8:47:35,8:47:35
OLN049,distillery,,8,8:49:05,8:49:05
OLN049,east_harbour,,9,8:51:40,8:51:40
OLN049,leslieville,,10,8:53:15,8:53:15
OLN049,gerrard,,11,8:54:15,8:54:15
OLN049,pape_station,,12,8:57:10,8:57:10
OLN049,cosburn,,13,8:59:20,8:59:20
OLN049,thorncliffe_park,,14,9:04:15,9:04:15
OLN049,flemingdon_park,,15,9:06:40,9:06:40
OLN049,science_centre,,16,9:08:05,9:08:05
OLN050,exhibition_go,,1,8:38:00,8:38:00
OLN050,king_bathurst,,2,8:41:40,8:41:40
OLN050,queen_spadina,,3,8:43:35,8:43:35
OLN050,osgoode,,4,8:45:10,8:45:10
OLN050,queen,,5,8:46:30,8:46:30
OLN050,moss_park,,6,8:48:10,8:48:10
OLN050,corktown,,7,8:49:35,8:49:35
OLN050,distillery,,8,8:51:05,8:51:05
OLN050,east_harbour,,9,8:53:40,8:53:40
OLN050,leslieville,,10,8:55:15,8:55:15
OLN050,gerrard,,11,8:56:15,8:56:15
OLN050,pape_station,,12,8:59:10,8:59:10
OLN050,cosburn,,13,9:01:20,9:01:20
OLN050,thorncliffe_park,,14,9:06:15,9:06:15
OLN050,flemingdon_park,,15,9:08:40,9:08:40
OLN050,science_centre,,16,9:10:05,9:10:05
OLN051,exhibition_go,,1,8:40:00,8:40:00
OLN051,king_bathurst,,2,8:43:40,8:43:40
OLN051,queen_spadina,,3,8:45:35,8:45:35
OLN051,osgoode,,4,8:47:10,8:47:10
OLN051,queen,,5,8:48:30,8:48:30
OLN051,moss_park,,6,8:50:10,8:50:10
OLN051,corktown,,7,8:51:35,8:51:35
OLN051,distillery,,8,8:53:05,8:53:05
OLN051,east_harbour,,9,8:55:40,8:55:40
OLN051,leslieville,,10,8:57:15,8:57:15
OLN051,gerrard,,11,8:58:15,8:58:15
OLN051,pape_station,,12,9:01:10,9:01:10
OLN051,cosburn,,13,9:03:20,9:03:20
OLN051,thorncliffe_park,,14,9:08:15,9:08:15
OLN051,flemingdon_park,,15,9:10:40,9:10:40
OLN051,science_centre,,16,9:12:05,9:12:05
OLN052,exhibition_go,,1,8:42:00,8:42:00
OLN052,king_bathurst,,2,8:45:40,8:45:40
OLN052,queen_spadina,,3,8:47:35,8:47:35
OLN052,osgoode,,4,8:49:10,8:49:10
OLN052,queen,,5,8:50:30,8:50:30
OLN052,moss_park,,6,8:52:10,8:52:10
OLN052,corktown,,7,8:53:35,8:53:35
OLN052,distillery,,8,8:55:05,8:55:05
OLN052,east_harbour,,9,8:57:40,8:57:40
OLN052,leslieville,,10,8:59:15,8:59:15
OLN052,gerrard,,11,9:00:15,9:00:15
OLN052,pape_station,,12,9:03:10,9:03:10
OLN052,cosburn,,13,9:05:20,9:05:20
OLN052,thorncliffe_park,,14,9:10:15,9:10:15
OLN052,flemingdon_park,,15,9:12:40,9:12:40
OLN052,science_centre,,16,9:14:05,9:14:05
OLN053,exhibition_go,,1,8:44:00,8:44:00
OLN053,king_bathurst,,2,8:47:40,8:47:40
OLN053,queen_spadina,,3,8:49:35,8:49:35
OLN053,osgoode,,4,8:51:10,8:51:10
OLN053,queen,,5,8:52:30,8:52:30
OLN053,moss_park,,6,8:54:10,8:54:10
OLN053,corktown,,7,8:55:35,8:55:35
OLN053,distillery,,8,8:57:05,8:57:05
OLN053,east_harbour,,9,8:59:40,8:59:40
OLN053,leslieville,,10,9:01:15,9:01:15
OLN053,gerrard,,11,9:02:15,9:02:15
OLN053,pape_station,,12,9:05:10,9:05:10
OLN053,cosburn,,13,9:07:20,9:07:20
OLN053,thorncliffe_park,,14,9:12:15,9:12:15
OLN053,flemingdon_park,,15,9:14:40,9:14:40
OLN053,science_centre,,16,9:16:05,9:16:05
OLN054,exhibition_go,,1,8:46:00,8:46:00
OLN054,king_bathurst,,2,8:49:40,8:49:40
OLN054,queen_spadina,,3,8:51:35,8:51:35
OLN054,osgoode,,4,8:53:10,8:53:10
OLN054,queen,,5,8:54:30,8:54:30
OLN054,moss_park,,6,8:56:10,8:56:10
OLN054,corktown,,7,8:57:35,8:57:35
OLN054,distillery,,8,8:59:05,8:59:05
OLN054,east_harbour,,9,9:01:40,9:01:40
OLN054,leslieville,,10,9:03:15,9:03:15
OLN054,gerrard,,11,9:04:15,9:04:15
OLN054,pape_station,,12,9:07:10,9:07:10
OLN054,cosburn,,13,9:09:20,9:09:20
OLN054,thorncliffe_park,,14,9:14:15,9:14:15
OLN054,flemingdon_park,,15,9:16:40,9:16:40
OLN054,science_centre,,16,9:18:05,9:18:05
OLN055,exhibition_go,,1,8:48:00,8:48:00
OLN055,king_bathurst,,2,8:51:40,8:51:40
OLN055,queen_spadina,,3,8:53:35,8:53:35
OLN055,osgoode,,4,8:55:10,8:55:10
OLN055,queen,,5,8:56:30,8:56:30
OLN055,moss_park,,6,8:58:10,8:58:10
OLN055,corktown,,7,8:59:35,8:59:35
OLN055,distillery,,8,9:01:05,9:01:05
OLN055,east_harbour,,9,9:03:40,9:03:40
OLN055,leslieville,,10,9:05:15,9:05:15
OLN055,gerrard,,11,9:06:15,9:06:15
OLN055,pape_station,,12,9:09:10,9:09:10
OLN055,cosburn,,13,9:11:20,9:11:20
OLN055,thorncliffe_park,,14,9:16:15,9:16:15
OLN055,flemingdon_park,,15,9:18:40,9:18:40
OLN055,science_centre,,16,9:20:05,9:20:05
OLN056,exhibition_go,,1,8:50:00,8:50:00
OLN056,king_bathurst,,2,8:53:40,8:53:40
OLN056,queen_spadina,,3,8:55:35,8:55:35
OLN056,osgoode,,4,8:57:10,8:57:10
OLN056,queen,,5,8:58:30,8:58:30
OLN056,moss_park,,6,9:00:10,9:00:10
OLN056,corktown,,7,9:01:35,9:01:35
OLN056,distillery,,8,9:03:05,9:03:05
OLN056,east_harbour,,9,9:05:40,9:05:40
OLN056,leslieville,,10,9:07:15,9:07:15
OLN056,gerrard,,11,9:08:15,9:08:15
OLN056,pape_station,,12,9:11:10,9:11:10
OLN056,cosburn,,13,9:13:20,9:13:20
OLN056,thorncliffe_park,,14,9:18:15,9:18:15
OLN056,flemingdon_park,,15,9:20:40,9:20:40
OLN056,science_centre,,16,9:22:05,9:22:05
OLN057,exhibition_go,,1,8:52:00,8:52:00
OLN057,king_bathurst,,2,8:55:40,8:55:40
OLN057,queen_spadina,,3,8:57:35,8:57:35
OLN057,osgoode,,4,8:59:10,8:59:10
OLN057,queen,,5,9:00:30,9:00:30
OLN057,moss_park,,6,9:02:10,9:02:10
OLN057,corktown,,7,9:03:35,9:03:35
OLN057,distillery,,8,9:05:05,9:05:05
OLN057,east_harbour,,9,9:07:40,9:07:40
OLN057,leslieville,,10,9:09:15,9:09:15
OLN057,gerrard,,11,9:10:15,9:10:15
OLN057,pape_station,,12,9:13:10,9:13:10
OLN057,cosburn,,13,9:15:20,9:15:20
OLN057,thorncliffe_park,,14,9:20:15,9:20:15
OLN057,flemingdon_park,,15,9:22:40,9:22:40
OLN057,science_centre,,16,9:24:05,9:24:05
OLN058,exhibition_go,,1,8:54:00,8:54:00
OLN058,king_bathurst,,2,8:57:40,8:57:40
OLN058,queen_spadina,,3,8:59:35,8:59:35
OLN058,osgoode,,4,9:01:10,9:01:10
OLN058,queen,,5,9:02:30,9:02:30
OLN058,moss_park,,6,9:04:10,9:04:10
OLN058,corktown,,7,9:05:35,9:05:35
OLN058,distillery,,8,9:07:05,9:07:05
OLN058,east_harbour,,9,9:09:40,9:09:40
OLN058,leslieville,,10,9:11:15,9:11:15
OLN058,gerrard,,11,9:12:15,9:12:15
OLN058,pape_station,,12,9:15:10,9:15:10
OLN058,cosburn,,13,9:17:20,9:17:20
OLN058,thorncliffe_park,,14,9:22:15,9:22:15
OLN058,flemingdon_park,,15,9:24:40,9:24:40
OLN058,science_centre,,16,9:26:05,9:26:05
OLN059,exhibition_go,,1,8:56:00,8:56:00
OLN059,king_bathurst,,2,8:59:40,8:59:40
OLN059,queen_spadina,,3,9:01:35,9:01:35
OLN059,osgoode,,4,9:03:10,9:03:10
OLN059,queen,,5,9:04:30,9:04:30
OLN059,moss_park,,6,9:06:10,9:06:10
OLN059,corktown,,7,9:07:35,9:07:35
OLN059,distillery,,8,9:09:05,9:09:05
OLN059,east_harbour,,9,9:11:40,9:11:40
OLN059,leslieville,,10,9:13:15,9:13:15
OLN059,gerrard,,11,9:14:15,9:14:15
OLN059,pape_station,,12,9:17:10,9:17:10
OLN059,cosburn,,13,9:19:20,9:19:20
OLN059,thorncliffe_park,,14,9:24:15,9:24:15
OLN059,flemingdon_park,,15,9:26:40,9:26:40
OLN059,science_centre,,16,9:28:05,9:28:05
OLN060,exhibition_go,,1,8:58:00,8:58:00
OLN060,king_bathurst,,2,9:01:40,9:01:40
OLN060,queen_spadina,,3,9:03:35,9:03:35
OLN060,osgoode,,4,9:05:10,9:05:10
OLN060,queen,,5,9:06:30,9:06:30
OLN060,moss_park,,6,9:08:10,9:08:10
OLN060,corktown,,7,9:09:35,9:09:35
OLN060,distillery,,8,9:11:05,9:11:05
OLN060,east_harbour,,9,9:13:40,9:13:40
OLN060,leslieville,,10,9:15:15,9:15:15
OLN060,gerrard,,11,9:16:15,9:16:15
OLN060,pape_station,,12,9:19:10,9:19:10
OLN060,cosburn,,13,9:21:20,9:21:20
OLN060,thorncliffe_park,,14,9:26:15,9:26:15
OLN060,flemingdon_park,,15,9:28:40,9:28:40
OLN060,science_centre,,16,9:30:05,9:30:05
OLN061,exhibition_go,,1,9:00:00,9:00:00
OLN061,king_bathurst,,2,9:03:40,9:03:40
OLN061,queen_spadina,,3,9:05:35,9:05:35
OLN061,osgoode,,4,9:07:10,9:07:10
OLN061,queen,,5,9:08:30,9:08:30
OLN061,moss_park,,6,9:10:10,9:10:10
OLN061,corktown,,7,9:11:35,9:11:35
OLN061,distillery,,8,9:13:05,9:13:05
OLN061,east_harbour,,9,9:15:40,9:15:40
OLN061,leslieville,,10,9:17:15,9:17:15
OLN061,gerrard,,11,9:18:15,9:18:15
OLN061,pape_station,,12,9:21:10,9:21:10
OLN061,cosburn,,13,9:23:20,9:23:20
OLN061,thorncliffe_park,,14,9:28:15,9:28:15
OLN061,flemingdon_park,,15,9:30:40,9:30:40
OLN061,science_centre,,16,9:32:05,9:32:05
OLN062,exhibition_go,,1,9:02:00,9:02:00
OLN062,king_bathurst,,2,9:05:40,9:05:40
OLN062,queen_spadina,,3,9:07:35,9:07:35
OLN062,osgoode,,4,9:09:10,9:09:10
OLN062,queen,,5,9:10:30,9:10:30
OLN062,moss_park,,6,9:12:10,9:12:10
OLN062,corktown,,7,9:13:35,9:13:35
OLN062,distillery,,8,9:15:05,9:15:05
OLN062,east_harbour,,9,9:17:40,9:17:40
OLN062,leslieville,,10,9:19:15,9:19:15
OLN062,gerrard,,11,9:20:15,9:20:15
OLN062,pape_station,,12,9:23:10,9:23:10
OLN062,cosburn,,13,9:25:20,9:25:20
OLN062,thorncliffe_park,,14,9:30:15,9:30:15
OLN062,flemingdon_park,,15,9:32:40,9:32:40
OLN062,science_centre,,16,9:34:05,9:34:05
OLN063,exhibition_go,,1,9:04:00,9:04:00
OLN063,king_bathurst,,2,9:07:40,9:07:40
OLN063,queen_spadina,,3,9:09:35,9:09:35
OLN063,osgoode,,4,9:11:10,9:11:10
OLN063,queen,,5,9:12:30,9:12:30
OLN063,moss_park,,6,9:14:10,9:14:10
OLN063,corktown,,7,9:15:35,9:15:35
OLN063,distillery,,8,9:17:05,9:17:05
OLN063,east_harbour,,9,9:19:40,9:19:40
OLN063,leslieville,,10,9:21:15,9:21:15
OLN063,gerrard,,11,9:22:15,9:22:15
OLN063,pape_station,,12,9:25:10,9:25:10
OLN063,cosburn,,13,9:27:20,9:27:20
OLN063,thorncliffe_park,,14,9:32:15,9:32:15
OLN063,flemingdon_park,,15,9:34:40,9:34:40
OLN063,science_centre,,16,9:36:05,9:36:05
OLN064,exhibition_go,,1,9:06:00,9:06:00
OLN064,king_bathurst,,2,9:09:40,9:09:40
OLN064,queen_spadina,,3,9:11:35,9:11:35
OLN064,osgoode,,4,9:13:10,9:13:10
OLN064,queen,,5,9:14:30,9:14:30
OLN064,moss_park,,6,9:16:10,9:16:10
OLN064,corktown,,7,9:17:35,9:17:35
OLN064,distillery,,8,9:19:05,9:19:05
OLN064,east_harbour,,9,9:21:40,9:21:40
OLN064,leslieville,,10,9:23:15,9:23:15
OLN064,gerrard,,11,9:24:15,9:24:15
OLN064,pape_station,,12,9:27:10,9:27:10
OLN064,cosburn,,13,9:29:20,9:29:20
OLN064,thorncliffe_park,,14,9:34:15,9:34:15
OLN064,flemingdon_park,,15,9:36:40,9:36:40
OLN064,science_centre,,16,9:38:05,9:38:05
OLN065,exhibition_go,,1,9:08:00,9:08:00
OLN065,king_bathurst,,2,9:11:40,9:11:40
OLN065,queen_spadina,,3,9:13:35,9:13:35
OLN065,osgoode,,4,9:15:10,9:15:10
OLN065,queen,,5,9:16:30,9:16:30
OLN065,moss_park,,6,9:18:10,9:18:10
OLN065,corktown,,7,9:19:35,9:19:35
OLN065,distillery,,8,9:21:05,9:21:05
OLN065,east_harbour,,9,9:23:40,9:23:40
OLN065,leslieville,,10,9:25:15,9:25:15
OLN065,gerrard,,11,9:26:15,9:26:15
OLN065,pape_station,,12,9:29:10,9:29:10
OLN065,cosburn,,13,9:31:20,9:31:20
OLN065,thorncliffe_park,,14,9:36:15,9:36:15
OLN065,flemingdon_park,,15,9:38:40,9:38:40
OLN065,science_centre,,16,9:40:05,9:40:05
OLN066,exhibition_go,,1,9:10:00,9:10:00
OLN066,king_bathurst,,2,9:13:40,9:13:40
OLN066,queen_spadina,,3,9:15:35,9:15:35
OLN066,osgoode,,4,9:17:10,9:17:10
OLN066,queen,,5,9:18:30,9:18:30
OLN066,moss_park,,6,9:20:10,9:20:10
OLN066,corktown,,7,9:21:35,9:21:35
OLN066,distillery,,8,9:23:05,9:23:05
OLN066,east_harbour,,9,9:25:40,9:25:40
OLN066,leslieville,,10,9:27:15,9:27:15
OLN066,gerrard,,11,9:28:15,9:28:15
OLN066,pape_station,,12,9:31:10,9:31:10
OLN066,cosburn,,13,9:33:20,9:33:20
OLN066,thorncliffe_park,,14,9:38:15,9:38:15
OLN066,flemingdon_park,,15,9:40:40,9:40:40
OLN066,science_centre,,16,9:42:05,9:42:05
OLN067,exhibition_go,,1,9:12:00,9:12:00
OLN067,king_bathurst,,2,9:15:40,9:15:40
OLN067,queen_spadina,,3,9:17:35,9:17:35
OLN067,osgoode,,4,9:19:10,9:19:10
OLN067,queen,,5,9:20:30,9:20:30
OLN067,moss_park,,6,9:22:10,9:22:10
OLN067,corktown,,7,9:23:35,9:23:35
OLN067,distillery,,8,9:25:05,9:25:05
OLN067,east_harbour,,9,9:27:40,9:27:40
OLN067,leslieville,,10,9:29:15,9:29:15
OLN067,gerrard,,11,9:30:15,9:30:15
OLN067,pape_station,,12,9:33:10,9:33:10
OLN067,cosburn,,13,9:35:20,9:35:20
OLN067,thorncliffe_park,,14,9:40:15,9:40:15
OLN067,flemingdon_park,,15,9:42:40,9:42:40
OLN067,science_centre,,16,9:44:05,9:44:05
OLN068,exhibition_go,,1,9:14:00,9:14:00
OLN068,king_bathurst,,2,9:17:40,9:17:40
OLN068,queen_spadina,,3,9:19:35,9:19:35
OLN068,osgoode,,4,9:21:10,9:21:10
OLN068,queen,,5,9:22:30,9:22:30
OLN068,moss_park,,6,9:24:10,9:24:10
OLN068,corktown,,7,9:25:35,9:25:35
OLN068,distillery,,8,9:27:05,9:27:05
OLN068,east_harbour,,9,9:29:40,9:29:40
OLN068,leslieville,,10,9:31:15,9:31:15
OLN068,gerrard,,11,9:32:15,9:32:15
OLN068,pape_station,,12,9:35:10,9:35:10
OLN068,cosburn,,13,9:37:20,9:37:20
OLN068,thorncliffe_park,,14,9:42:15,9:42:15
OLN068,flemingdon_park,,15,9:44:40,9:44:40
OLN068,science_centre,,16,9:46:05,9:46:05
